,char,area,perimeter,roundness,ratio
1391,F,1252.5,238.95331752300262,0.2755124603271004,1.5135135135135136
1392,F,1116.0,235.39696860313416,0.2529601455277398,2.107142857142857
1393,F,1117.5,242.1248904466629,0.23941882592661473,2.107142857142857
1394,F,1343.0,212.22539567947388,0.37451649314688384,1.6571428571428573
1395,F,1409.5,269.78174459934235,0.24323697965578986,1.5789473684210527
1396,F,1399.0,267.0538227558136,0.24638244219805336,1.5789473684210527
1397,F,1161.5,221.63960921764374,0.2969710414511752,1.8709677419354838
1398,F,1406.5,261.2964633703232,0.25873924864305264,1.5789473684210527
1399,F,1407.5,272.61017167568207,0.2378778093614448,1.5789473684210527
1400,F,1244.0,238.36753106117249,0.2749893176261181,1.5135135135135136
1401,F,1412.5,261.9827550649643,0.25848341688581317,1.5789473684210527
1402,F,1252.0,239.0538227558136,0.27517094945019677,1.5135135135135136
1403,F,1347.0,227.53910398483276,0.3267722345883962,1.6857142857142857
1404,F,1416.5,261.2964633703232,0.26057884514957985,1.5789473684210527
1405,F,1407.5,268.61017167568207,0.24501526012464214,1.5789473684210527
1406,F,1269.0,243.88224983215332,0.2679728998462915,1.7272727272727273
1407,F,1396.0,267.0538227558136,0.2458541024363706,1.5384615384615385
1408,F,1139.0,242.36753106117249,0.24353673865073472,2.0689655172413794
1409,F,1401.0,267.8822498321533,0.24521097220267682,1.5526315789473684
1410,F,1268.5,229.4385987520218,0.3026545084421473,1.5405405405405406
1411,F,1168.0,219.0538227558136,0.30572489821694954,1.8709677419354838
1412,F,1183.5,227.63960921764374,0.2868548775808997,1.8387096774193548
1413,F,1179.0,239.0538227558136,0.25912663690238175,1.8387096774193548
1414,F,1239.0,237.39696860313416,0.27612810201354177,1.4736842105263157
1415,F,1409.5,267.2964633703232,0.24778116720753138,1.5789473684210527
1416,F,1408.5,266.46803629398346,0.24914733597900954,1.5789473684210527
1417,F,1246.5,243.4385987520218,0.2641818901898485,1.4736842105263157
1418,F,1169.5,234.81118214130402,0.26641109992521955,1.8064516129032258
1419,F,1369.0,199.88224983215332,0.4303726152978739,1.6857142857142857
1420,F,1286.0,240.71067690849304,0.27876606174531093,1.7058823529411764
1421,F,1185.0,227.88224983215332,0.286607131644848,1.8709677419354838
1422,F,1181.0,229.0538227558136,0.28272515347719024,1.8387096774193548
1423,F,1181.0,219.7401144504547,0.3071997403273502,1.8387096774193548
1424,F,1247.0,242.02438521385193,0.2673854934571041,1.5555555555555556
1425,F,1254.5,241.78174459934235,0.2695338353392937,1.4736842105263157
1426,F,1134.5,239.63960921764374,0.2481286622983319,2.107142857142857
1427,F,1115.0,235.88224983215332,0.2516946498027669,2.0344827586206895
1428,F,1123.5,233.9827550649643,0.25774782874213015,2.107142857142857
1429,F,1250.0,238.71067690849304,0.2755217979348491,1.4736842105263157
1430,F,1140.5,239.63960921764374,0.24944093376046497,2.142857142857143
1431,F,1373.5,167.15432798862457,0.6174233522029398,1.6857142857142857
1432,F,1405.5,267.2964633703232,0.24707799255777607,1.5789473684210527
1433,F,1188.0,241.88224983215332,0.25503399916830444,1.8387096774193548
1434,F,1229.5,220.81118214130402,0.31672040702586646,1.696969696969697
1435,F,1082.5,230.46803629398346,0.25597416888829955,1.8333333333333333
1436,F,1280.0,242.71067690849304,0.27291150605556724,1.7058823529411764
1437,F,1194.0,220.08326029777527,0.3096135393979234,1.8387096774193548
1438,F,1181.0,221.0538227558136,0.3035592545147264,1.8387096774193548
1439,F,1085.5,230.81118214130402,0.2559209130748534,1.9310344827586208
1440,F,1379.5,210.1248904466629,0.3924247083519699,1.6388888888888888
1441,F,1373.5,167.9827550649643,0.6113485740546166,1.6857142857142857
1442,F,1353.5,226.61017167568207,0.3310465756525257,1.6388888888888888
1443,F,1214.0,223.88224983215332,0.30420685836272626,1.8125
1444,F,1179.0,220.56854152679443,0.30438013232353145,1.8387096774193548
1445,F,1167.0,226.22539567947388,0.2864031448740755,1.8387096774193548
1446,F,1115.0,212.911687374115,0.3089338545331207,1.9310344827586208
1447,F,1372.5,167.9827550649643,0.6109034713432555,1.6857142857142857
1448,F,1418.0,266.71067690849304,0.25037160132005537,1.5789473684210527
1449,F,1415.0,261.0538227558136,0.2607870158764884,1.5789473684210527
1450,F,1113.0,233.39696860313416,0.2566222932370444,2.185185185185185
1451,F,1146.0,225.88224983215332,0.2821045218686227,1.9
1452,F,1410.0,265.0538227558136,0.2520812870584901,1.5789473684210527
1453,F,1258.5,256.61017167568207,0.24004636001166396,1.5405405405405406
1454,F,1412.0,263.8822498321533,0.2546853591236217,1.5789473684210527
1455,F,1233.0,249.53910398483276,0.24869983281379698,1.6
1456,F,1166.0,219.39696860313416,0.3042474482936677,1.8709677419354838
1457,F,1278.0,243.88224983215332,0.269873416866478,1.7058823529411764
1458,F,1407.5,268.1248904466629,0.24590297261222246,1.5384615384615385
1459,F,1402.0,262.71067690849304,0.2551421472247467,1.5789473684210527
1460,F,1159.0,241.53910398483276,0.2495158701209423,1.8709677419354838
1461,F,1224.5,222.46803629398346,0.31075146601683984,1.696969696969697
1462,F,1106.5,233.9827550649643,0.2538477725884887,2.1481481481481484
1463,F,1065.0,227.39696860313416,0.25868420112515816,1.9655172413793103
1464,F,1150.5,223.9827550649643,0.2880362166103193,1.9
1465,F,1136.0,238.22539567947388,0.2514153888621372,2.142857142857143
1466,F,1006.5,223.29646337032318,0.2535360555031263,2.0714285714285716
1467,F,1111.5,232.81118214130402,0.2575677204362627,2.1481481481481484
1468,F,1405.5,268.1248904466629,0.24555355453391026,1.5384615384615385
1469,F,1187.5,223.9827550649643,0.2972994413079132,1.8387096774193548
1470,F,1231.0,249.0538227558136,0.2492649803402926,1.84375
1471,F,1406.0,261.0538227558136,0.25912829987444713,1.5789473684210527
1472,F,1243.5,250.1248904466629,0.24964427222096536,1.5555555555555556
1473,F,1401.5,264.9533175230026,0.2507517761763001,1.5789473684210527
1474,F,1067.0,227.0538227558136,0.259953950864195,1.7419354838709677
1475,F,1265.0,246.71067690849304,0.26103832566082646,1.6764705882352942
1476,F,1109.5,234.81118214130402,0.25274315123303215,2.1481481481481484
1477,F,1239.0,239.88224983215332,0.27043613407050593,1.4102564102564104
1478,F,1124.5,232.32590091228485,0.261669942705389,2.107142857142857
1479,F,1275.5,232.95331752300262,0.29521084167014394,1.5405405405405406
1480,F,1393.5,268.9533175230026,0.24195956840062022,1.5526315789473684
1481,F,1394.0,267.0538227558136,0.24550187592858208,1.5384615384615385
1482,F,1259.5,243.4385987520218,0.2669370964252821,1.435897435897436
1483,F,1143.5,239.63960921764374,0.25009706949153154,2.0689655172413794
1484,F,1377.5,196.1248904466629,0.44979623815691355,1.6388888888888888
1485,F,1100.5,235.29646337032318,0.24965995459329576,2.1481481481481484
1486,F,1173.5,236.32590091228485,0.26390650121577613,1.8064516129032258
1487,F,1257.5,243.78174459934235,0.2657634615006327,1.6764705882352942
1488,F,1244.5,251.4385987520218,0.24724108733308162,1.6
1489,F,1061.0,231.1959581375122,0.2493127841885144,1.9310344827586208
1490,F,1007.5,225.63960921764374,0.24854441945158112,2.0
1491,F,1270.5,243.63960921764374,0.26882429794797974,1.6764705882352942
1492,F,1236.5,238.46803629398346,0.27310107472532225,1.4736842105263157
1493,F,1375.5,202.81118214130402,0.42001658662641495,1.6388888888888888
1494,F,1272.5,232.1248904466629,0.2966224425880399,1.5135135135135136
1495,F,1353.5,229.78174459934235,0.3219710727503794,1.6388888888888888
1496,F,1370.0,205.53910398483276,0.4073064510559851,1.6857142857142857
1497,F,1273.5,245.78174459934235,0.2647825397393604,1.6571428571428573
1498,F,1180.5,225.63960921764374,0.2912225182755251,1.8387096774193548
1499,F,1376.0,167.39696860313416,0.616755306989441,1.6857142857142857
1500,G,1565.5,222.61017167568207,0.3967826761157298,0.7758620689655172
1501,G,1355.0,214.02438521385193,0.3715372978431278,0.6612903225806451
1502,G,1579.5,216.40916121006012,0.4236019846385855,0.7288135593220338
